Well,Well Position,Cycle,Target Name,Rn,Delta Rn 1,Ratio,Delta Rn 2,Ratio 2,Delta Rn 3,Ratio 3,Avg Delta Rn,DRn Error,Ratio Avg,Ratio Error
45,D9,5,Target 1,"180,300.078","2,058.828",,,,,,,,,
45,D9,6,Target 1,"179,213.359",972.109,,,,,,,,,
45,D9,7,Target 1,"178,962.016",720.766,,,,,,,,,
45,D9,8,Target 1,"180,245.672","2,004.422",,,,,,,,,
45,D9,9,Target 1,"184,672.563","6,431.313",,,,,,,,,
45,D9,10,Target 1,"194,601.203","16,359.953",,,,,,,,,
45,D9,11,Target 1,"215,230.594","36,989.344",,,,,,,,,
45,D9,12,Target 1,"254,068.594","75,827.344",,,,,,,,,
45,D9,13,Target 1,"323,584.656","145,343.406",,,,,,,,,
45,D9,14,Target 1,"441,231.938","262,990.688",,,,,,,,,
45,D9,15,Target 1,"617,982.313","439,741.063",,,,,,,,,
45,D9,16,Target 1,"827,810.375","649,569.125",,,,,,,,,
45,D9,17,Target 1,"989,438.875","811,197.625",,,,,,,,,
45,D9,18,Target 1,"1,037,169.000","858,927.750",,,,,,,,,
45,D9,19,Target 1,"1,016,728.688","838,487.438",,,,,,,,,
45,D9,20,Target 1,"1,008,009.125","829,767.875",,,,,,,,,
45,D9,21,Target 1,"1,007,076.625","828,835.375",,,,,,,,,
45,D9,22,Target 1,"1,002,771.813","824,530.563",,,,,,,,,
45,D9,23,Target 1,"1,000,006.125","821,764.875",,,,,,,,,
45,D9,24,Target 1,"1,002,812.438","824,571.188",,,,,,,,,
45,D9,25,Target 1,"1,007,378.750","829,137.500",,,,,,,,,
45,D9,26,Target 1,"1,009,912.375","831,671.125",,,,,,,,,
45,D9,27,Target 1,"1,012,029.188","833,787.938",,,,,,,,,
45,D9,28,Target 1,"1,013,857.938","835,616.688",,,,,,,,,
45,D9,29,Target 1,"1,015,437.438","837,196.188",,,,,,,,,
45,D9,30,Target 1,"1,017,360.063","839,118.813",,,,,,,,,
46,D10,1,Target 1,"63,623.582","1,443.344",,,,,,,,,
46,D10,2,Target 1,"60,736.895","-1,443.344",,,,,,,,,
46,D10,3,Target 1,"55,314.039","-6,866.199",,,,,,,,,
46,D10,4,Target 1,"51,616.445","-10,563.793",,,,,,,,,
46,D10,5,Target 1,"48,931.977","-13,248.262",,,,,,,,,
46,D10,6,Target 1,"47,416.633","-14,763.605",,,,,,,,,
46,D10,7,Target 1,"45,871.328","-16,308.910",,,,,,,,,
46,D10,8,Target 1,"44,763.465","-17,416.773",,,,,,,,,
46,D10,9,Target 1,"43,732.676","-18,447.563",,,,,,,,,
46,D10,10,Target 1,"42,902.477","-19,277.762",,,,,,,,,
46,D10,11,Target 1,"42,360.652","-19,819.586",,,,,,,,,
46,D10,12,Target 1,"42,306.852","-19,873.387",,,,,,,,,
46,D10,13,Target 1,"42,495.234","-19,685.004",,,,,,,,,
46,D10,14,Target 1,"42,580.324","-19,599.914",,,,,,,,,
46,D10,15,Target 1,"43,030.000","-19,150.238",,,,,,,,,
46,D10,16,Target 1,"43,839.543","-18,340.695",,,,,,,,,
46,D10,17,Target 1,"44,666.789","-17,513.449",,,,,,,,,
46,D10,18,Target 1,"45,184.313","-16,995.926",,,,,,,,,
46,D10,19,Target 1,"44,507.352","-17,672.887",,,,,,,,,
46,D10,20,Target 1,"44,081.152","-18,099.086",,,,,,,,,
46,D10,21,Target 1,"43,912.613","-18,267.625",,,,,,,,,
46,D10,22,Target 1,"43,809.918","-18,370.320",,,,,,,,,
46,D10,23,Target 1,"43,550.418","-18,629.820",,,,,,,,,
46,D10,24,Target 1,"43,164.039","-19,016.199",,,,,,,,,
46,D10,25,Target 1,"43,038.879","-19,141.359",,,,,,,,,
46,D10,26,Target 1,"43,018.207","-19,162.031",,,,,,,,,
46,D10,27,Target 1,"42,566.645","-19,613.594",,,,,,,,,
46,D10,28,Target 1,"42,476.520","-19,703.719",,,,,,,,,
46,D10,29,Target 1,"42,695.512","-19,484.727",,,,,,,,,
46,D10,30,Target 1,"42,698.207","-19,482.031",,,,,,,,,
47,D11,1,Target 1,"39,704.660",-462.584,,,,,,,,,
47,D11,2,Target 1,"40,629.828",462.584,,,,,,,,,
47,D11,3,Target 1,"40,405.273",238.029,,,,,,,,,
47,D11,4,Target 1,"39,302.750",-864.494,,,,,,,,,
47,D11,5,Target 1,"38,107.234","-2,060.010",,,,,,,,,
47,D11,6,Target 1,"37,055.395","-3,111.850",,,,,,,,,
47,D11,7,Target 1,"36,141.469","-4,025.775",,,,,,,,,
47,D11,8,Target 1,"35,736.758","-4,430.486",,,,,,,,,
47,D11,9,Target 1,"35,167.004","-5,000.240",,,,,,,,,
47,D11,10,Target 1,"34,688.727","-5,478.518",,,,,,,,,
47,D11,11,Target 1,"34,456.602","-5,710.643",,,,,,,,,
47,D11,12,Target 1,"34,098.863","-6,068.381",,,,,,,,,
47,D11,13,Target 1,"34,053.828","-6,113.416",,,,,,,,,
47,D11,14,Target 1,"34,300.539","-5,866.705",,,,,,,,,
47,D11,15,Target 1,"34,782.020","-5,385.225",,,,,,,,,
47,D11,16,Target 1,"35,458.125","-4,709.119",,,,,,,,,
47,D11,17,Target 1,"35,976.855","-4,190.389",,,,,,,,,
47,D11,18,Target 1,"36,322.152","-3,845.092",,,,,,,,,
47,D11,19,Target 1,"36,111.773","-4,055.471",,,,,,,,,
47,D11,20,Target 1,"35,832.520","-4,334.725",,,,,,,,,
47,D11,21,Target 1,"35,513.555","-4,653.689",,,,,,,,,
47,D11,22,Target 1,"34,811.555","-5,355.689",,,,,,,,,
47,D11,23,Target 1,"34,641.641","-5,525.604",,,,,,,,,
47,D11,24,Target 1,"34,872.063","-5,295.182",,,,,,,,,
47,D11,25,Target 1,"35,007.664","-5,159.580",,,,,,,,,
47,D11,26,Target 1,"34,996.867","-5,170.377",,,,,,,,,
47,D11,27,Target 1,"34,744.949","-5,422.295",,,,,,,,,
47,D11,28,Target 1,"34,636.469","-5,530.775",,,,,,,,,
47,D11,29,Target 1,"34,682.313","-5,484.932",,,,,,,,,
47,D11,30,Target 1,"34,671.570","-5,495.674",,,,,,,,,
48,D12,1,Target 1,"21,575.590",-144.461,,,,,,,,,
48,D12,2,Target 1,"21,864.512",144.461,,,,,,,,,
48,D12,3,Target 1,"22,156.010",435.959,,,,,,,,,
48,D12,4,Target 1,"22,789.162","1,069.111",,,,,,,,,
48,D12,5,Target 1,"23,398.295","1,678.244",,,,,,,,,
48,D12,6,Target 1,"23,464.506","1,744.455",,,,,,,,,
48,D12,7,Target 1,"23,592.178","1,872.127",,,,,,,,,
48,D12,8,Target 1,"23,590.021","1,869.971",,,,,,,,,
48,D12,9,Target 1,"23,689.873","1,969.822",,,,,,,,,
48,D12,10,Target 1,"24,158.699","2,438.648",,,,,,,,,
48,D12,11,Target 1,"24,285.938","2,565.887",,,,,,,,,
48,D12,12,Target 1,"24,421.643","2,701.592",,,,,,,,,
48,D12,13,Target 1,"24,341.428","2,621.377",,,,,,,,,
48,D12,14,Target 1,"24,558.514","2,838.463",,,,,,,,,
48,D12,15,Target 1,"25,232.791","3,512.740",,,,,,,,,
48,D12,16,Target 1,"25,536.658","3,816.607",,,,,,,,,
48,D12,17,Target 1,"25,835.889","4,115.838",,,,,,,,,
48,D12,18,Target 1,"26,023.434","4,303.383",,,,,,,,,
48,D12,19,Target 1,"25,785.451","4,065.400",,,,,,,,,
48,D12,20,Target 1,"25,761.117","4,041.066",,,,,,,,,
48,D12,21,Target 1,"26,526.102","4,806.051",,,,,,,,,
48,D12,22,Target 1,"26,529.180","4,809.129",,,,,,,,,
48,D12,23,Target 1,"26,404.291","4,684.240",,,,,,,,,
48,D12,24,Target 1,"26,329.879","4,609.828",,,,,,,,,
48,D12,25,Target 1,"26,476.479","4,756.428",,,,,,,,,
48,D12,26,Target 1,"26,650.467","4,930.416",,,,,,,,,
48,D12,27,Target 1,"26,597.590","4,877.539",,,,,,,,,
48,D12,28,Target 1,"26,618.178","4,898.127",,,,,,,,,
48,D12,29,Target 1,"26,499.627","4,779.576",,,,,,,,,
48,D12,30,Target 1,"26,652.678","4,932.627",,,,,,,,,
49,E1,1,,,,,,,,,,,,
49,E1,2,,,,,,,,,,,,
49,E1,3,,,,,,,,,,,,
49,E1,4,,,,,,,,,,,,
49,E1,5,,,,,,,,,,,,
49,E1,6,,,,,,,,,,,,
49,E1,7,,,,,,,,,,,,
49,E1,8,,,,,,,,,,,,
49,E1,9,,,,,,,,,,,,
49,E1,10,,,,,,,,,,,,
49,E1,11,,,,,,,,,,,,
49,E1,12,,,,,,,,,,,,
49,E1,13,,,,,,,,,,,,
49,E1,14,,,,,,,,,,,,
49,E1,15,,,,,,,,,,,,
49,E1,16,,,,,,,,,,,,
49,E1,17,,,,,,,,,,,,
49,E1,18,,,,,,,,,,,,
49,E1,19,,,,,,,,,,,,
49,E1,20,,,,,,,,,,,,
49,E1,21,,,,,,,,,,,,
49,E1,22,,,,,,,,,,,,
49,E1,23,,,,,,,,,,,,
49,E1,24,,,,,,,,,,,,
49,E1,25,,,,,,,,,,,,
49,E1,26,,,,,,,,,,,,
49,E1,27,,,,,,,,,,,,
49,E1,28,,,,,,,,,,,,
49,E1,29,,,,,,,,,,,,
49,E1,30,,,,,,,,,,,,
50,E2,1,Target 1,"191,390.203",-993.336,,,,,,,,,
50,E2,2,Target 1,"193,376.875",993.336,,,,,,,,,
50,E2,3,Target 1,"198,470.766","6,087.227",,,,,,,,,
50,E2,4,Target 1,"203,195.266","10,811.727",,,,,,,,,
50,E2,5,Target 1,"207,844.281","15,460.742",,,,,,,,,
50,E2,6,Target 1,"212,276.391","19,892.852",,,,,,,,,
50,E2,7,Target 1,"217,364.828","24,981.289",,,,,,,,,
50,E2,8,Target 1,"222,877.313","30,493.773",,,,,,,,,
50,E2,9,Target 1,"231,841.781","39,458.242",,,,,,,,,
50,E2,10,Target 1,"246,008.203","53,624.664",,,,,,,,,
50,E2,11,Target 1,"271,217.813","78,834.273",,,,,,,,,
50,E2,12,Target 1,"318,214.813","125,831.273",,,,,,,,,
50,E2,13,Target 1,"403,264.781","210,881.250",,,,,,,,,
50,E2,14,Target 1,"550,573.000","358,189.469",,,,,,,,,
50,E2,15,Target 1,"780,293.313","587,909.750",,,,,,,,,
50,E2,16,Target 1,"1,074,489.750","882,106.188",,,,,,,,,
50,E2,17,Target 1,"1,346,306.500","1,153,923.000",,,,,,,,,
50,E2,18,Target 1,"1,484,579.000","1,292,195.500",,,,,,,,,
50,E2,19,Target 1,"1,455,474.750","1,263,091.250",,,,,,,,,
50,E2,20,Target 1,"1,415,526.625","1,223,143.125",,,,,,,,,
50,E2,21,Target 1,"1,401,579.500","1,209,196.000",,,,,,,,,
50,E2,22,Target 1,"1,396,360.000","1,203,976.500",,,,,,,,,
50,E2,23,Target 1,"1,393,352.375","1,200,968.875",,,,,,,,,
50,E2,24,Target 1,"1,394,032.500","1,201,649.000",,,,,,,,,
50,E2,25,Target 1,"1,395,698.000","1,203,314.500",,,,,,,,,
50,E2,26,Target 1,"1,397,659.125","1,205,275.625",,,,,,,,,
50,E2,27,Target 1,"1,397,932.375","1,205,548.875",,,,,,,,,
50,E2,28,Target 1,"1,398,036.500","1,205,653.000",,,,,,,,,
50,E2,29,Target 1,"1,397,589.000","1,205,205.500",,,,,,,,,
50,E2,30,Target 1,"1,399,301.250","1,206,917.750",,,,,,,,,
51,E3,1,Target 1,"164,536.344","-1,767.813",,,,,,,,,
51,E3,2,Target 1,"168,071.969","1,767.813",,,,,,,,,
51,E3,3,Target 1,"173,969.656","7,665.500",,,,,,,,,
51,E3,4,Target 1,"182,344.422","16,040.266",,,,,,,,,
51,E3,5,Target 1,"201,741.656","35,437.500",,,,,,,,,
51,E3,6,Target 1,"208,927.234","42,623.078",,,,,,,,,
51,E3,7,Target 1,"213,156.906","46,852.750",,,,,,,,,
51,E3,8,Target 1,"218,853.828","52,549.672",,,,,,,,,
51,E3,9,Target 1,"227,740.031","61,435.875",,,,,,,,,
51,E3,10,Target 1,"240,826.359","74,522.203",,,,,,,,,
51,E3,11,Target 1,"263,644.281","97,340.125",,,,,,,,,
51,E3,12,Target 1,"304,880.719","138,576.563",,,,,,,,,
51,E3,13,Target 1,"379,035.750","212,731.594",,,,,,,,,
51,E3,14,Target 1,"509,196.719","342,892.563",,,,,,,,,
51,E3,15,Target 1,"717,299.188","550,995.000",,,,,,,,,
51,E3,16,Target 1,"994,700.438","828,396.250",,,,,,,,,
51,E3,17,Target 1,"1,267,405.000","1,101,100.875",,,,,,,,,
51,E3,18,Target 1,"1,425,788.000","1,259,483.875",,,,,,,,,
51,E3,19,Target 1,"1,407,285.250","1,240,981.125",,,,,,,,,
51,E3,20,Target 1,"1,363,917.500","1,197,613.375",,,,,,,,,
51,E3,21,Target 1,"1,347,915.875","1,181,611.750",,,,,,,,,
51,E3,22,Target 1,"1,342,950.250","1,176,646.125",,,,,,,,,
51,E3,23,Target 1,"1,341,922.000","1,175,617.875",,,,,,,,,
51,E3,24,Target 1,"1,344,443.500","1,178,139.375",,,,,,,,,
51,E3,25,Target 1,"1,348,105.375","1,181,801.250",,,,,,,,,
51,E3,26,Target 1,"1,350,650.250","1,184,346.125",,,,,,,,,
51,E3,27,Target 1,"1,350,932.750","1,184,628.625",,,,,,,,,
51,E3,28,Target 1,"1,353,271.750","1,186,967.625",,,,,,,,,
51,E3,29,Target 1,"1,356,912.000","1,190,607.875",,,,,,,,,
51,E3,30,Target 1,"1,358,046.000","1,191,741.875",,,,,,,,,
52,E4,1,Target 1,"156,289.531","-1,831.336",,,,,,,,,
52,E4,2,Target 1,"159,952.203","1,831.336",,,,,,,,,
52,E4,3,Target 1,"164,926.750","6,805.883",,,,,,,,,
52,E4,4,Target 1,"168,754.141","10,633.273",,,,,,,,,
52,E4,5,Target 1,"172,835.000","14,714.133",,,,,,,,,
52,E4,6,Target 1,"176,918.141","18,797.273",,,,,,,,,
52,E4,7,Target 1,"181,328.703","23,207.836",,,,,,,,,
52,E4,8,Target 1,"187,489.109","29,368.242",,,,,,,,,
52,E4,9,Target 1,"197,525.094","39,404.227",,,,,,,,,
52,E4,10,Target 1,"214,440.672","56,319.805",,,,,,,,,
52,E4,11,Target 1,"244,578.734","86,457.867",,,,,,,,,
52,E4,12,Target 1,"301,371.563","143,250.688",,,,,,,,,
52,E4,13,Target 1,"404,359.281","246,238.406",,,,,,,,,
52,E4,14,Target 1,"579,182.500","421,061.625",,,,,,,,,
52,E4,15,Target 1,"843,072.938","684,952.063",,,,,,,,,
52,E4,16,Target 1,"1,161,370.500","1,003,249.625",,,,,,,,,
52,E4,17,Target 1,"1,424,487.875","1,266,367.000",,,,,,,,,
52,E4,18,Target 1,"1,481,094.750","1,322,973.875",,,,,,,,,
52,E4,19,Target 1,"1,445,295.500","1,287,174.625",,,,,,,,,
52,E4,20,Target 1,"1,428,434.750","1,270,313.875",,,,,,,,,
52,E4,21,Target 1,"1,423,612.250","1,265,491.375",,,,,,,,,
52,E4,22,Target 1,"1,422,711.000","1,264,590.125",,,,,,,,,
52,E4,23,Target 1,"1,424,513.625","1,266,392.750",,,,,,,,,
52,E4,24,Target 1,"1,426,409.875","1,268,289.000",,,,,,,,,
52,E4,25,Target 1,"1,429,317.750","1,271,196.875",,,,,,,,,
52,E4,26,Target 1,"1,432,650.750","1,274,529.875",,,,,,,,,
52,E4,27,Target 1,"1,431,970.000","1,273,849.125",,,,,,,,,
52,E4,28,Target 1,"1,435,138.875","1,277,018.000",,,,,,,,,
52,E4,29,Target 1,"1,437,181.750","1,279,060.875",,,,,,,,,
52,E4,30,Target 1,"1,438,865.000","1,280,744.125",,,,,,,,,
53,E5,1,Target 1,"245,196.656","-1,427.273",,,,,,,,,
53,E5,2,Target 1,"248,051.203","1,427.273",,,,,,,,,
53,E5,3,Target 1,"249,210.281","2,586.352",,,,,,,,,
53,E5,4,Target 1,"248,560.906","1,936.977",,,,,,,,,
53,E5,5,Target 1,"247,961.109","1,337.180",,,,,,,,,
53,E5,6,Target 1,"248,004.719","1,380.789",,,,,,,,,
53,E5,7,Target 1,"249,999.594","3,375.664",,,,,,,,,
53,E5,8,Target 1,"253,788.391","7,164.461",,,,,,,,,
53,E5,9,Target 1,"260,596.609","13,972.680",,,,,,,,,
53,E5,10,Target 1,"273,052.219","26,428.289",,,,,,,,,
53,E5,11,Target 1,"298,177.688","51,553.758",,,,,,,,,
53,E5,12,Target 1,"345,609.750","98,985.820",,,,,,,,,
53,E5,13,Target 1,"431,074.844","184,450.906",,,,,,,,,
53,E5,14,Target 1,"577,074.438","330,450.500",,,,,,,,,
53,E5,15,Target 1,"799,259.750","552,635.813",,,,,,,,,
53,E5,16,Target 1,"1,089,620.500","842,996.563",,,,,,,,,
53,E5,17,Target 1,"1,348,818.625","1,102,194.750",,,,,,,,,
53,E5,18,Target 1,"1,435,619.500","1,188,995.625",,,,,,,,,
53,E5,19,Target 1,"1,391,604.500","1,144,980.625",,,,,,,,,
53,E5,20,Target 1,"1,366,986.125","1,120,362.250",,,,,,,,,
53,E5,21,Target 1,"1,361,359.625","1,114,735.750",,,,,,,,,
53,E5,22,Target 1,"1,360,262.750","1,113,638.875",,,,,,,,,
53,E5,23,Target 1,"1,362,295.750","1,115,671.875",,,,,,,,,
53,E5,24,Target 1,"1,366,202.500","1,119,578.625",,,,,,,,,
53,E5,25,Target 1,"1,370,979.875","1,124,356.000",,,,,,,,,
53,E5,26,Target 1,"1,372,271.125","1,125,647.250",,,,,,,,,
53,E5,27,Target 1,"1,372,522.125","1,125,898.250",,,,,,,,,
53,E5,28,Target 1,"1,375,355.375","1,128,731.500",,,,,,,,,
53,E5,29,Target 1,"1,377,487.500","1,130,863.625",,,,,,,,,
53,E5,30,Target 1,"1,379,132.500","1,132,508.625",,,,,,,,,
54,E6,1,Target 1,"276,000.250",-689.203,,,,,,,,,
54,E6,2,Target 1,"277,378.656",689.203,,,,,,,,,
54,E6,3,Target 1,"279,484.000","2,794.547",,,,,,,,,
54,E6,4,Target 1,"278,381.469","1,692.016",,,,,,,,,
54,E6,5,Target 1,"276,553.906",-135.547,,,,,,,,,
54,E6,6,Target 1,"275,767.688",-921.766,,,,,,,,,
54,E6,7,Target 1,"274,952.406","-1,737.047",,,,,,,,,
54,E6,8,Target 1,"275,311.500","-1,377.953",,,,,,,,,
54,E6,9,Target 1,"278,907.000","2,217.547",,,,,,,,,
54,E6,10,Target 1,"286,520.063","9,830.609",,,,,,,,,
54,E6,11,Target 1,"302,120.813","25,431.359",,,,,,,,,
54,E6,12,Target 1,"332,489.750","55,800.297",,,,,,,,,
54,E6,13,Target 1,"390,038.250","113,348.797",,,,,,,,,
54,E6,14,Target 1,"492,285.219","215,595.766",,,,,,,,,
54,E6,15,Target 1,"658,371.438","381,682.000",,,,,,,,,
54,E6,16,Target 1,"901,323.750","624,634.313",,,,,,,,,
54,E6,17,Target 1,"1,171,632.750","894,943.313",,,,,,,,,
54,E6,18,Target 1,"1,350,275.375","1,073,585.875",,,,,,,,,
54,E6,19,Target 1,"1,345,590.500","1,068,901.000",,,,,,,,,
54,E6,20,Target 1,"1,307,278.750","1,030,589.313",,,,,,,,,
54,E6,21,Target 1,"1,294,291.625","1,017,602.188",,,,,,,,,
54,E6,22,Target 1,"1,290,181.000","1,013,491.563",,,,,,,,,
54,E6,23,Target 1,"1,288,631.875","1,011,942.438",,,,,,,,,
54,E6,24,Target 1,"1,288,325.875","1,011,636.438",,,,,,,,,
54,E6,25,Target 1,"1,292,125.625","1,015,436.188",,,,,,,,,
54,E6,26,Target 1,"1,294,160.875","1,017,471.438",,,,,,,,,
54,E6,27,Target 1,"1,292,193.875","1,015,504.438",,,,,,,,,
54,E6,28,Target 1,"1,290,132.375","1,013,442.938",,,,,,,,,
54,E6,29,Target 1,"1,291,211.125","1,014,521.688",,,,,,,,,
54,E6,30,Target 1,"1,294,034.750","1,017,345.313",,,,,,,,,
55,E7,1,Target 1,"158,047.234","-1,416.633",,,,,,,,,
55,E7,2,Target 1,"160,880.500","1,416.633",,,,,,,,,
55,E7,3,Target 1,"166,371.078","6,907.211",,,,,,,,,
55,E7,4,Target 1,"171,061.531","11,597.664",,,,,,,,,
55,E7,5,Target 1,"175,227.219","15,763.352",,,,,,,,,
55,E7,6,Target 1,"179,053.750","19,589.883",,,,,,,,,
55,E7,7,Target 1,"183,307.047","23,843.180",,,,,,,,,
55,E7,8,Target 1,"187,858.516","28,394.648",,,,,,,,,
55,E7,9,Target 1,"195,035.859","35,571.992",,,,,,,,,
55,E7,10,Target 1,"206,142.500","46,678.633",,,,,,,,,
55,E7,11,Target 1,"225,831.484","66,367.617",,,,,,,,,
55,E7,12,Target 1,"261,436.797","101,972.930",,,,,,,,,
55,E7,13,Target 1,"326,458.031","166,994.156",,,,,,,,,
55,E7,14,Target 1,"442,509.344","283,045.469",,,,,,,,,
55,E7,15,Target 1,"629,745.500","470,281.625",,,,,,,,,
55,E7,16,Target 1,"886,311.188","726,847.313",,,,,,,,,
55,E7,17,Target 1,"1,171,544.000","1,012,080.125",,,,,,,,,
55,E7,18,Target 1,"1,355,873.500","1,196,409.625",,,,,,,,,
55,E7,19,Target 1,"1,345,853.125","1,186,389.250",,,,,,,,,
55,E7,20,Target 1,"1,306,190.750","1,146,726.875",,,,,,,,,
55,E7,21,Target 1,"1,292,902.125","1,133,438.250",,,,,,,,,
55,E7,22,Target 1,"1,288,305.500","1,128,841.625",,,,,,,,,
55,E7,23,Target 1,"1,286,410.250","1,126,946.375",,,,,,,,,
55,E7,24,Target 1,"1,288,446.125","1,128,982.250",,,,,,,,,
55,E7,25,Target 1,"1,292,033.500","1,132,569.625",,,,,,,,,
55,E7,26,Target 1,"1,293,990.875","1,134,527.000",,,,,,,,,
55,E7,27,Target 1,"1,293,775.375","1,134,311.500",,,,,,,,,
55,E7,28,Target 1,"1,294,097.875","1,134,634.000",,,,,,,,,
55,E7,29,Target 1,"1,295,173.125","1,135,709.250",,,,,,,,,
55,E7,30,Target 1,"1,295,789.875","1,136,326.000",,,,,,,,,
56,E8,1,Target 1,"125,723.570","-1,151.711",,,,,,,,,
56,E8,2,Target 1,"128,026.992","1,151.711",,,,,,,,,
56,E8,3,Target 1,"132,548.750","5,673.469",,,,,,,,,
56,E8,4,Target 1,"136,297.406","9,422.125",,,,,,,,,
56,E8,5,Target 1,"139,235.141","12,359.859",,,,,,,,,
56,E8,6,Target 1,"142,277.219","15,401.938",,,,,,,,,
56,E8,7,Target 1,"146,043.125","19,167.844",,,,,,,,,
56,E8,8,Target 1,"151,064.203","24,188.922",,,,,,,,,
56,E8,9,Target 1,"158,802.578","31,927.297",,,,,,,,,
56,E8,10,Target 1,"171,157.281","44,282.000",,,,,,,,,
56,E8,11,Target 1,"193,549.328","66,674.047",,,,,,,,,
56,E8,12,Target 1,"233,719.656","106,844.375",,,,,,,,,
56,E8,13,Target 1,"307,071.969","180,196.688",,,,,,,,,
56,E8,14,Target 1,"434,921.313","308,046.031",,,,,,,,,
56,E8,15,Target 1,"636,202.000","509,326.719",,,,,,,,,
56,E8,16,Target 1,"900,182.625","773,307.375",,,,,,,,,
56,E8,17,Target 1,"1,149,117.500","1,022,242.250",,,,,,,,,
56,E8,18,Target 1,"1,271,330.750","1,144,455.500",,,,,,,,,
56,E8,19,Target 1,"1,240,884.000","1,114,008.750",,,,,,,,,
56,E8,20,Target 1,"1,215,286.750","1,088,411.500",,,,,,,,,
56,E8,21,Target 1,"1,209,731.125","1,082,855.875",,,,,,,,,
56,E8,22,Target 1,"1,210,547.500","1,083,672.250",,,,,,,,,
56,E8,23,Target 1,"1,211,706.250","1,084,831.000",,,,,,,,,
56,E8,24,Target 1,"1,215,208.250","1,088,333.000",,,,,,,,,
56,E8,25,Target 1,"1,218,933.000","1,092,057.750",,,,,,,,,
56,E8,26,Target 1,"1,220,223.625","1,093,348.375",,,,,,,,,
56,E8,27,Target 1,"1,219,925.250","1,093,050.000",,,,,,,,,
56,E8,28,Target 1,"1,221,183.125","1,094,307.875",,,,,,,,,
56,E8,29,Target 1,"1,225,000.500","1,098,125.250",,,,,,,,,
56,E8,30,Target 1,"1,226,610.250","1,099,735.000",,,,,,,,,
57,E9,1,Target 1,"240,031.297",-259.836,,,,,,,,,
57,E9,2,Target 1,"240,550.969",259.836,,,,,,,,,
57,E9,3,Target 1,"246,862.484","6,571.352",,,,,,,,,
57,E9,4,Target 1,"251,958.922","11,667.789",,,,,,,,,
57,E9,5,Target 1,"254,940.438","14,649.305",,,,,,,,,
57,E9,6,Target 1,"256,648.797","16,357.664",,,,,,,,,
57,E9,7,Target 1,"258,357.344","18,066.211",,,,,,,,,
57,E9,8,Target 1,"260,678.203","20,387.070",,,,,,,,,
57,E9,9,Target 1,"266,338.125","26,046.992",,,,,,,,,
57,E9,10,Target 1,"277,133.594","36,842.461",,,,,,,,,
57,E9,11,Target 1,"299,552.938","59,261.805",,,,,,,,,
57,E9,12,Target 1,"342,338.656","102,047.523",,,,,,,,,
57,E9,13,Target 1,"421,228.750","180,937.625",,,,,,,,,
57,E9,14,Target 1,"555,570.563","315,279.438",,,,,,,,,
57,E9,15,Target 1,"755,755.250","515,464.125",,,,,,,,,
57,E9,16,Target 1,"988,294.750","748,003.625",,,,,,,,,
57,E9,17,Target 1,"1,178,197.125","937,906.000",,,,,,,,,
57,E9,18,Target 1,"1,219,466.625","979,175.500",,,,,,,,,
57,E9,19,Target 1,"1,190,512.250","950,221.125",,,,,,,,,
57,E9,20,Target 1,"1,179,478.375","939,187.250",,,,,,,,,
57,E9,21,Target 1,"1,175,870.375","935,579.250",,,,,,,,,
57,E9,22,Target 1,"1,173,804.125","933,513.000",,,,,,,,,
57,E9,23,Target 1,"1,173,994.500","933,703.375",,,,,,,,,
57,E9,24,Target 1,"1,176,149.750","935,858.625",,,,,,,,,
57,E9,25,Target 1,"1,180,819.500","940,528.375",,,,,,,,,
57,E9,26,Target 1,"1,181,544.375","941,253.250",,,,,,,,,
57,E9,27,Target 1,"1,181,471.375","941,180.250",,,,,,,,,
57,E9,28,Target 1,"1,182,547.250","942,256.125",,,,,,,,,
57,E9,29,Target 1,"1,184,125.625","943,834.500",,,,,,,,,
57,E9,30,Target 1,"1,186,320.625","946,029.500",,,,,,,,,
58,E10,1,,,,,,,,,,,,
58,E10,2,,,,,,,,,,,,
58,E10,3,,,,,,,,,,,,
58,E10,4,,,,,,,,,,,,
58,E10,5,,,,,,,,,,,,
58,E10,6,,,,,,,,,,,,
58,E10,7,,,,,,,,,,,,
58,E10,8,,,,,,,,,,,,
58,E10,9,,,,,,,,,,,,
58,E10,10,,,,,,,,,,,,
58,E10,11,,,,,,,,,,,,
58,E10,12,,,,,,,,,,,,
58,E10,13,,,,,,,,,,,,
58,E10,14,,,,,,,,,,,,
58,E10,15,,,,,,,,,,,,
58,E10,16,,,,,,,,,,,,
58,E10,17,,,,,,,,,,,,
58,E10,18,,,,,,,,,,,,
58,E10,19,,,,,,,,,,,,
58,E10,20,,,,,,,,,,,,
58,E10,21,,,,,,,,,,,,
58,E10,22,,,,,,,,,,,,
58,E10,23,,,,,,,,,,,,
58,E10,24,,,,,,,,,,,,
58,E10,25,,,,,,,,,,,,
58,E10,26,,,,,,,,,,,,
58,E10,27,,,,,,,,,,,,
58,E10,28,,,,,,,,,,,,
58,E10,29,,,,,,,,,,,,
58,E10,30,,,,,,,,,,,,
59,E11,1,,,,,,,,,,,,
59,E11,2,,,,,,,,,,,,
59,E11,3,,,,,,,,,,,,
59,E11,4,,,,,,,,,,,,
59,E11,5,,,,,,,,,,,,
59,E11,6,,,,,,,,,,,,
59,E11,7,,,,,,,,,,,,
59,E11,8,,,,,,,,,,,,
