Well,Well Position,Cycle,Target Name,Rn,Delta Rn 1,Ratio,Delta Rn 2,Ratio 2,Delta Rn 3,Ratio 3,Avg Delta Rn,DRn Error,Ratio Avg,Ratio Error
59,E11,9,,,,,,,,,,,,
59,E11,10,,,,,,,,,,,,
59,E11,11,,,,,,,,,,,,
59,E11,12,,,,,,,,,,,,
59,E11,13,,,,,,,,,,,,
59,E11,14,,,,,,,,,,,,
59,E11,15,,,,,,,,,,,,
59,E11,16,,,,,,,,,,,,
59,E11,17,,,,,,,,,,,,
59,E11,18,,,,,,,,,,,,
59,E11,19,,,,,,,,,,,,
59,E11,20,,,,,,,,,,,,
59,E11,21,,,,,,,,,,,,
59,E11,22,,,,,,,,,,,,
59,E11,23,,,,,,,,,,,,
59,E11,24,,,,,,,,,,,,
59,E11,25,,,,,,,,,,,,
59,E11,26,,,,,,,,,,,,
59,E11,27,,,,,,,,,,,,
59,E11,28,,,,,,,,,,,,
59,E11,29,,,,,,,,,,,,
59,E11,30,,,,,,,,,,,,
60,E12,1,,,,,,,,,,,,
60,E12,2,,,,,,,,,,,,
60,E12,3,,,,,,,,,,,,
60,E12,4,,,,,,,,,,,,
60,E12,5,,,,,,,,,,,,
60,E12,6,,,,,,,,,,,,
60,E12,7,,,,,,,,,,,,
60,E12,8,,,,,,,,,,,,
60,E12,9,,,,,,,,,,,,
60,E12,10,,,,,,,,,,,,
60,E12,11,,,,,,,,,,,,
60,E12,12,,,,,,,,,,,,
60,E12,13,,,,,,,,,,,,
60,E12,14,,,,,,,,,,,,
60,E12,15,,,,,,,,,,,,
60,E12,16,,,,,,,,,,,,
60,E12,17,,,,,,,,,,,,
60,E12,18,,,,,,,,,,,,
60,E12,19,,,,,,,,,,,,
60,E12,20,,,,,,,,,,,,
60,E12,21,,,,,,,,,,,,
60,E12,22,,,,,,,,,,,,
60,E12,23,,,,,,,,,,,,
60,E12,24,,,,,,,,,,,,
60,E12,25,,,,,,,,,,,,
60,E12,26,,,,,,,,,,,,
60,E12,27,,,,,,,,,,,,
60,E12,28,,,,,,,,,,,,
60,E12,29,,,,,,,,,,,,
60,E12,30,,,,,,,,,,,,
61,F1,1,,,,,,,,,,,,
61,F1,2,,,,,,,,,,,,
61,F1,3,,,,,,,,,,,,
61,F1,4,,,,,,,,,,,,
61,F1,5,,,,,,,,,,,,
61,F1,6,,,,,,,,,,,,
61,F1,7,,,,,,,,,,,,
61,F1,8,,,,,,,,,,,,
61,F1,9,,,,,,,,,,,,
61,F1,10,,,,,,,,,,,,
61,F1,11,,,,,,,,,,,,
61,F1,12,,,,,,,,,,,,
61,F1,13,,,,,,,,,,,,
61,F1,14,,,,,,,,,,,,
61,F1,15,,,,,,,,,,,,
61,F1,16,,,,,,,,,,,,
61,F1,17,,,,,,,,,,,,
61,F1,18,,,,,,,,,,,,
61,F1,19,,,,,,,,,,,,
61,F1,20,,,,,,,,,,,,
61,F1,21,,,,,,,,,,,,
61,F1,22,,,,,,,,,,,,
61,F1,23,,,,,,,,,,,,
61,F1,24,,,,,,,,,,,,
61,F1,25,,,,,,,,,,,,
61,F1,26,,,,,,,,,,,,
61,F1,27,,,,,,,,,,,,
61,F1,28,,,,,,,,,,,,
61,F1,29,,,,,,,,,,,,
61,F1,30,,,,,,,,,,,,
62,F2,1,Target 1,"358,160.094","-1,259.781",,,,,,,,,
62,F2,2,Target 1,"360,679.656","1,259.781",,,,,,,,,
62,F2,3,Target 1,"366,048.250","6,628.375",,,,,,,,,
62,F2,4,Target 1,"370,701.469","11,281.594",,,,,,,,,
62,F2,5,Target 1,"374,953.813","15,533.938",,,,,,,,,
62,F2,6,Target 1,"378,501.281","19,081.406",,,,,,,,,
62,F2,7,Target 1,"382,765.281","23,345.406",,,,,,,,,
62,F2,8,Target 1,"387,685.625","28,265.750",,,,,,,,,
62,F2,9,Target 1,"394,897.000","35,477.125",,,,,,,,,
62,F2,10,Target 1,"405,306.156","45,886.281",,,,,,,,,
62,F2,11,Target 1,"422,769.438","63,349.563",,,,,,,,,
62,F2,12,Target 1,"454,335.875","94,916.000",,,,,,,,,
62,F2,13,Target 1,"511,673.688","152,253.813",,,,,,,,,
62,F2,14,Target 1,"612,272.313","252,852.438",,,,,,,,,
62,F2,15,Target 1,"773,499.000","414,079.125",,,,,,,,,
62,F2,16,Target 1,"990,340.813","630,920.938",,,,,,,,,
62,F2,17,Target 1,"1,209,545.375","850,125.500",,,,,,,,,
62,F2,18,Target 1,"1,360,139.000","1,000,719.125",,,,,,,,,
62,F2,19,Target 1,"1,423,165.500","1,063,745.625",,,,,,,,,
62,F2,20,Target 1,"1,414,638.750","1,055,218.875",,,,,,,,,
62,F2,21,Target 1,"1,394,788.875","1,035,369.000",,,,,,,,,
62,F2,22,Target 1,"1,382,012.375","1,022,592.500",,,,,,,,,
62,F2,23,Target 1,"1,374,421.375","1,015,001.500",,,,,,,,,
62,F2,24,Target 1,"1,369,902.875","1,010,483.000",,,,,,,,,
62,F2,25,Target 1,"1,366,544.125","1,007,124.250",,,,,,,,,
62,F2,26,Target 1,"1,364,274.125","1,004,854.250",,,,,,,,,
62,F2,27,Target 1,"1,360,783.125","1,001,363.250",,,,,,,,,
62,F2,28,Target 1,"1,358,354.250","998,934.375",,,,,,,,,
62,F2,29,Target 1,"1,359,590.875","1,000,171.000",,,,,,,,,
62,F2,30,Target 1,"1,359,239.375","999,819.500",,,,,,,,,
63,F3,1,Target 1,"464,310.031","-2,566.750",,,,,,,,,
63,F3,2,Target 1,"469,443.531","2,566.750",,,,,,,,,
63,F3,3,Target 1,"477,257.781","10,381.000",,,,,,,,,
63,F3,4,Target 1,"482,959.313","16,082.531",,,,,,,,,
63,F3,5,Target 1,"487,787.500","20,910.719",,,,,,,,,
63,F3,6,Target 1,"492,711.188","25,834.406",,,,,,,,,
63,F3,7,Target 1,"498,116.938","31,240.156",,,,,,,,,
63,F3,8,Target 1,"504,224.563","37,347.781",,,,,,,,,
63,F3,9,Target 1,"511,940.313","45,063.531",,,,,,,,,
63,F3,10,Target 1,"525,070.750","58,193.969",,,,,,,,,
63,F3,11,Target 1,"546,573.563","79,696.781",,,,,,,,,
63,F3,12,Target 1,"585,579.000","118,702.219",,,,,,,,,
63,F3,13,Target 1,"657,464.750","190,587.969",,,,,,,,,
63,F3,14,Target 1,"784,079.813","317,203.031",,,,,,,,,
63,F3,15,Target 1,"988,467.375","521,590.594",,,,,,,,,
63,F3,16,Target 1,"1,268,707.125","801,830.375",,,,,,,,,
63,F3,17,Target 1,"1,573,043.750","1,106,167.000",,,,,,,,,
63,F3,18,Target 1,"1,803,344.750","1,336,468.000",,,,,,,,,
63,F3,19,Target 1,"1,917,304.625","1,450,427.875",,,,,,,,,
63,F3,20,Target 1,"1,934,403.250","1,467,526.500",,,,,,,,,
63,F3,21,Target 1,"1,917,146.250","1,450,269.500",,,,,,,,,
63,F3,22,Target 1,"1,903,480.125","1,436,603.375",,,,,,,,,
63,F3,23,Target 1,"1,897,533.875","1,430,657.125",,,,,,,,,
63,F3,24,Target 1,"1,893,884.375","1,427,007.625",,,,,,,,,
63,F3,25,Target 1,"1,890,183.625","1,423,306.875",,,,,,,,,
63,F3,26,Target 1,"1,888,652.000","1,421,775.250",,,,,,,,,
63,F3,27,Target 1,"1,885,111.125","1,418,234.375",,,,,,,,,
63,F3,28,Target 1,"1,882,533.125","1,415,656.375",,,,,,,,,
63,F3,29,Target 1,"1,881,118.250","1,414,241.500",,,,,,,,,
63,F3,30,Target 1,"1,882,246.000","1,415,369.250",,,,,,,,,
64,F4,1,Target 1,"465,117.063",-282.047,,,,,,,,,
64,F4,2,Target 1,"465,681.156",282.047,,,,,,,,,
64,F4,3,Target 1,"473,207.344","7,808.234",,,,,,,,,
64,F4,4,Target 1,"482,415.656","17,016.547",,,,,,,,,
64,F4,5,Target 1,"491,286.344","25,887.234",,,,,,,,,
64,F4,6,Target 1,"500,065.406","34,666.297",,,,,,,,,
64,F4,7,Target 1,"509,694.500","44,295.391",,,,,,,,,
64,F4,8,Target 1,"520,465.750","55,066.641",,,,,,,,,
64,F4,9,Target 1,"534,799.063","69,399.953",,,,,,,,,
64,F4,10,Target 1,"554,634.563","89,235.453",,,,,,,,,
64,F4,11,Target 1,"586,301.688","120,902.578",,,,,,,,,
64,F4,12,Target 1,"640,613.125","175,214.016",,,,,,,,,
64,F4,13,Target 1,"735,640.438","270,241.313",,,,,,,,,
64,F4,14,Target 1,"895,673.938","430,274.813",,,,,,,,,
64,F4,15,Target 1,"1,137,860.500","672,461.375",,,,,,,,,
64,F4,16,Target 1,"1,443,226.625","977,827.500",,,,,,,,,
64,F4,17,Target 1,"1,722,273.250","1,256,874.125",,,,,,,,,
64,F4,18,Target 1,"1,882,471.625","1,417,072.500",,,,,,,,,
64,F4,19,Target 1,"1,913,786.750","1,448,387.625",,,,,,,,,
64,F4,20,Target 1,"1,885,489.000","1,420,089.875",,,,,,,,,
64,F4,21,Target 1,"1,860,115.375","1,394,716.250",,,,,,,,,
64,F4,22,Target 1,"1,847,592.875","1,382,193.750",,,,,,,,,
64,F4,23,Target 1,"1,838,802.500","1,373,403.375",,,,,,,,,
64,F4,24,Target 1,"1,833,589.750","1,368,190.625",,,,,,,,,
64,F4,25,Target 1,"1,829,768.750","1,364,369.625",,,,,,,,,
64,F4,26,Target 1,"1,824,519.875","1,359,120.750",,,,,,,,,
64,F4,27,Target 1,"1,820,059.500","1,354,660.375",,,,,,,,,
64,F4,28,Target 1,"1,817,472.375","1,352,073.250",,,,,,,,,
64,F4,29,Target 1,"1,815,638.750","1,350,239.625",,,,,,,,,
64,F4,30,Target 1,"1,815,015.375","1,349,616.250",,,,,,,,,
65,F5,1,Target 1,"362,798.438","-2,005.828",,,,,,,,,
65,F5,2,Target 1,"366,810.094","2,005.828",,,,,,,,,
65,F5,3,Target 1,"374,499.688","9,695.422",,,,,,,,,
65,F5,4,Target 1,"381,126.969","16,322.703",,,,,,,,,
65,F5,5,Target 1,"387,004.563","22,200.297",,,,,,,,,
65,F5,6,Target 1,"392,266.625","27,462.359",,,,,,,,,
65,F5,7,Target 1,"398,469.844","33,665.578",,,,,,,,,
65,F5,8,Target 1,"405,726.500","40,922.234",,,,,,,,,
65,F5,9,Target 1,"416,457.594","51,653.328",,,,,,,,,
65,F5,10,Target 1,"434,223.250","69,418.984",,,,,,,,,
65,F5,11,Target 1,"465,829.344","101,025.078",,,,,,,,,
65,F5,12,Target 1,"522,910.094","158,105.828",,,,,,,,,
65,F5,13,Target 1,"626,373.250","261,568.984",,,,,,,,,
65,F5,14,Target 1,"802,444.438","437,640.188",,,,,,,,,
65,F5,15,Target 1,"1,070,634.875","705,830.625",,,,,,,,,
65,F5,16,Target 1,"1,408,476.625","1,043,672.375",,,,,,,,,
65,F5,17,Target 1,"1,715,232.125","1,350,427.875",,,,,,,,,
65,F5,18,Target 1,"1,882,952.500","1,518,148.250",,,,,,,,,
65,F5,19,Target 1,"1,892,639.000","1,527,834.750",,,,,,,,,
65,F5,20,Target 1,"1,855,098.750","1,490,294.500",,,,,,,,,
65,F5,21,Target 1,"1,831,732.250","1,466,928.000",,,,,,,,,
65,F5,22,Target 1,"1,822,603.500","1,457,799.250",,,,,,,,,
65,F5,23,Target 1,"1,817,653.875","1,452,849.625",,,,,,,,,
65,F5,24,Target 1,"1,814,108.875","1,449,304.625",,,,,,,,,
65,F5,25,Target 1,"1,811,291.375","1,446,487.125",,,,,,,,,
65,F5,26,Target 1,"1,810,026.000","1,445,221.750",,,,,,,,,
65,F5,27,Target 1,"1,807,526.250","1,442,722.000",,,,,,,,,
65,F5,28,Target 1,"1,805,964.000","1,441,159.750",,,,,,,,,
65,F5,29,Target 1,"1,803,833.750","1,439,029.500",,,,,,,,,
65,F5,30,Target 1,"1,803,328.125","1,438,523.875",,,,,,,,,
66,F6,1,Target 1,"461,400.906","-2,536.547",,,,,,,,,
66,F6,2,Target 1,"466,474.000","2,536.547",,,,,,,,,
66,F6,3,Target 1,"468,253.000","4,315.547",,,,,,,,,
66,F6,4,Target 1,"467,728.188","3,790.734",,,,,,,,,
66,F6,5,Target 1,"467,361.719","3,424.266",,,,,,,,,
66,F6,6,Target 1,"467,216.563","3,279.109",,,,,,,,,
66,F6,7,Target 1,"468,087.406","4,149.953",,,,,,,,,
66,F6,8,Target 1,"469,355.656","5,418.203",,,,,,,,,
66,F6,9,Target 1,"473,493.250","9,555.797",,,,,,,,,
66,F6,10,Target 1,"482,048.406","18,110.953",,,,,,,,,
66,F6,11,Target 1,"500,413.344","36,475.891",,,,,,,,,
66,F6,12,Target 1,"536,694.563","72,757.109",,,,,,,,,
66,F6,13,Target 1,"604,268.563","140,331.109",,,,,,,,,
66,F6,14,Target 1,"726,246.063","262,308.625",,,,,,,,,
66,F6,15,Target 1,"932,963.438","469,026.000",,,,,,,,,
66,F6,16,Target 1,"1,225,250.375","761,312.938",,,,,,,,,
66,F6,17,Target 1,"1,549,396.500","1,085,459.000",,,,,,,,,
66,F6,18,Target 1,"1,784,538.125","1,320,600.625",,,,,,,,,
66,F6,19,Target 1,"1,828,682.875","1,364,745.375",,,,,,,,,
66,F6,20,Target 1,"1,770,658.875","1,306,721.375",,,,,,,,,
66,F6,21,Target 1,"1,738,070.250","1,274,132.750",,,,,,,,,
66,F6,22,Target 1,"1,729,649.125","1,265,711.625",,,,,,,,,
66,F6,23,Target 1,"1,725,199.500","1,261,262.000",,,,,,,,,
66,F6,24,Target 1,"1,721,623.625","1,257,686.125",,,,,,,,,
66,F6,25,Target 1,"1,719,452.125","1,255,514.625",,,,,,,,,
66,F6,26,Target 1,"1,718,661.375","1,254,723.875",,,,,,,,,
66,F6,27,Target 1,"1,717,264.625","1,253,327.125",,,,,,,,,
66,F6,28,Target 1,"1,714,463.250","1,250,525.750",,,,,,,,,
66,F6,29,Target 1,"1,713,218.750","1,249,281.250",,,,,,,,,
66,F6,30,Target 1,"1,713,156.875","1,249,219.375",,,,,,,,,
67,F7,1,Target 1,"309,338.750","-1,845.781",,,,,,,,,
67,F7,2,Target 1,"313,030.313","1,845.781",,,,,,,,,
67,F7,3,Target 1,"321,072.406","9,887.875",,,,,,,,,
67,F7,4,Target 1,"328,066.813","16,882.281",,,,,,,,,
67,F7,5,Target 1,"333,795.219","22,610.688",,,,,,,,,
67,F7,6,Target 1,"339,626.531","28,442.000",,,,,,,,,
67,F7,7,Target 1,"346,227.000","35,042.469",,,,,,,,,
67,F7,8,Target 1,"353,216.594","42,032.063",,,,,,,,,
67,F7,9,Target 1,"361,409.688","50,225.156",,,,,,,,,
67,F7,10,Target 1,"374,472.438","63,287.906",,,,,,,,,
67,F7,11,Target 1,"396,532.094","85,347.563",,,,,,,,,
67,F7,12,Target 1,"435,772.750","124,588.219",,,,,,,,,
67,F7,13,Target 1,"504,769.094","193,584.563",,,,,,,,,
67,F7,14,Target 1,"629,551.063","318,366.531",,,,,,,,,
67,F7,15,Target 1,"835,959.000","524,774.500",,,,,,,,,
67,F7,16,Target 1,"1,127,290.500","816,106.000",,,,,,,,,
67,F7,17,Target 1,"1,449,377.750","1,138,193.250",,,,,,,,,
67,F7,18,Target 1,"1,685,419.125","1,374,234.625",,,,,,,,,
67,F7,19,Target 1,"1,737,673.125","1,426,488.625",,,,,,,,,
67,F7,20,Target 1,"1,688,525.750","1,377,341.250",,,,,,,,,
67,F7,21,Target 1,"1,657,662.250","1,346,477.750",,,,,,,,,
67,F7,22,Target 1,"1,645,431.500","1,334,247.000",,,,,,,,,
67,F7,23,Target 1,"1,640,201.250","1,329,016.750",,,,,,,,,
67,F7,24,Target 1,"1,638,225.375","1,327,040.875",,,,,,,,,
67,F7,25,Target 1,"1,638,222.875","1,327,038.375",,,,,,,,,
67,F7,26,Target 1,"1,638,413.500","1,327,229.000",,,,,,,,,
67,F7,27,Target 1,"1,637,855.250","1,326,670.750",,,,,,,,,
67,F7,28,Target 1,"1,636,785.125","1,325,600.625",,,,,,,,,
67,F7,29,Target 1,"1,636,589.750","1,325,405.250",,,,,,,,,
67,F7,30,Target 1,"1,634,992.000","1,323,807.500",,,,,,,,,
68,F8,1,Target 1,"229,206.375","-1,529.539",,,,,,,,,
68,F8,2,Target 1,"232,265.453","1,529.539",,,,,,,,,
68,F8,3,Target 1,"239,149.766","8,413.852",,,,,,,,,
68,F8,4,Target 1,"244,664.094","13,928.180",,,,,,,,,
68,F8,5,Target 1,"248,827.406","18,091.492",,,,,,,,,
68,F8,6,Target 1,"253,229.641","22,493.727",,,,,,,,,
68,F8,7,Target 1,"258,738.703","28,002.789",,,,,,,,,
68,F8,8,Target 1,"264,797.875","34,061.961",,,,,,,,,
68,F8,9,Target 1,"274,073.969","43,338.055",,,,,,,,,
68,F8,10,Target 1,"288,405.094","57,669.180",,,,,,,,,
68,F8,11,Target 1,"313,838.063","83,102.148",,,,,,,,,
68,F8,12,Target 1,"360,150.406","129,414.492",,,,,,,,,
68,F8,13,Target 1,"444,610.281","213,874.375",,,,,,,,,
68,F8,14,Target 1,"593,253.188","362,517.281",,,,,,,,,
68,F8,15,Target 1,"830,328.813","599,592.875",,,,,,,,,
68,F8,16,Target 1,"1,144,015.500","913,279.563",,,,,,,,,
68,F8,17,Target 1,"1,462,631.000","1,231,895.125",,,,,,,,,
68,F8,18,Target 1,"1,651,440.625","1,420,704.750",,,,,,,,,
68,F8,19,Target 1,"1,621,588.625","1,390,852.750",,,,,,,,,
68,F8,20,Target 1,"1,569,677.875","1,338,942.000",,,,,,,,,
68,F8,21,Target 1,"1,553,109.250","1,322,373.375",,,,,,,,,
68,F8,22,Target 1,"1,547,820.750","1,317,084.875",,,,,,,,,
68,F8,23,Target 1,"1,544,760.000","1,314,024.125",,,,,,,,,
68,F8,24,Target 1,"1,543,752.750","1,313,016.875",,,,,,,,,
68,F8,25,Target 1,"1,545,630.500","1,314,894.625",,,,,,,,,
68,F8,26,Target 1,"1,546,339.750","1,315,603.875",,,,,,,,,
68,F8,27,Target 1,"1,545,974.500","1,315,238.625",,,,,,,,,
68,F8,28,Target 1,"1,546,228.375","1,315,492.500",,,,,,,,,
68,F8,29,Target 1,"1,545,886.125","1,315,150.250",,,,,,,,,
68,F8,30,Target 1,"1,548,254.000","1,317,518.125",,,,,,,,,
69,F9,1,Target 1,"307,946.750","-3,967.750",,,,,,,,,
69,F9,2,Target 1,"315,882.250","3,967.750",,,,,,,,,
69,F9,3,Target 1,"321,648.031","9,733.531",,,,,,,,,
69,F9,4,Target 1,"324,217.250","12,302.750",,,,,,,,,
69,F9,5,Target 1,"326,230.031","14,315.531",,,,,,,,,
69,F9,6,Target 1,"328,293.781","16,379.281",,,,,,,,,
69,F9,7,Target 1,"330,584.938","18,670.438",,,,,,,,,
69,F9,8,Target 1,"334,566.281","22,651.781",,,,,,,,,
69,F9,9,Target 1,"342,312.875","30,398.375",,,,,,,,,
69,F9,10,Target 1,"356,454.969","44,540.469",,,,,,,,,
69,F9,11,Target 1,"383,482.688","71,568.188",,,,,,,,,
69,F9,12,Target 1,"435,537.500","123,623.000",,,,,,,,,
69,F9,13,Target 1,"531,245.188","219,330.688",,,,,,,,,
69,F9,14,Target 1,"694,382.750","382,468.250",,,,,,,,,
69,F9,15,Target 1,"937,911.688","625,997.188",,,,,,,,,
69,F9,16,Target 1,"1,235,037.250","923,122.750",,,,,,,,,
69,F9,17,Target 1,"1,480,383.625","1,168,469.125",,,,,,,,,
69,F9,18,Target 1,"1,555,780.250","1,243,865.750",,,,,,,,,
69,F9,19,Target 1,"1,509,152.125","1,197,237.625",,,,,,,,,
69,F9,20,Target 1,"1,474,577.875","1,162,663.375",,,,,,,,,
69,F9,21,Target 1,"1,465,193.625","1,153,279.125",,,,,,,,,
69,F9,22,Target 1,"1,461,149.125","1,149,234.625",,,,,,,,,
69,F9,23,Target 1,"1,459,412.125","1,147,497.625",,,,,,,,,
69,F9,24,Target 1,"1,459,658.125","1,147,743.625",,,,,,,,,
69,F9,25,Target 1,"1,460,213.000","1,148,298.500",,,,,,,,,
69,F9,26,Target 1,"1,461,412.000","1,149,497.500",,,,,,,,,
69,F9,27,Target 1,"1,459,775.375","1,147,860.875",,,,,,,,,
69,F9,28,Target 1,"1,457,247.125","1,145,332.625",,,,,,,,,
69,F9,29,Target 1,"1,459,469.375","1,147,554.875",,,,,,,,,
69,F9,30,Target 1,"1,461,010.125","1,149,095.625",,,,,,,,,
70,F10,1,,,,,,,,,,,,
70,F10,2,,,,,,,,,,,,
70,F10,3,,,,,,,,,,,,
70,F10,4,,,,,,,,,,,,
70,F10,5,,,,,,,,,,,,
70,F10,6,,,,,,,,,,,,
70,F10,7,,,,,,,,,,,,
70,F10,8,,,,,,,,,,,,
70,F10,9,,,,,,,,,,,,
70,F10,10,,,,,,,,,,,,
70,F10,11,,,,,,,,,,,,
70,F10,12,,,,,,,,,,,,
70,F10,13,,,,,,,,,,,,
70,F10,14,,,,,,,,,,,,
70,F10,15,,,,,,,,,,,,
70,F10,16,,,,,,,,,,,,
70,F10,17,,,,,,,,,,,,
70,F10,18,,,,,,,,,,,,
70,F10,19,,,,,,,,,,,,
70,F10,20,,,,,,,,,,,,
70,F10,21,,,,,,,,,,,,
70,F10,22,,,,,,,,,,,,
70,F10,23,,,,,,,,,,,,
70,F10,24,,,,,,,,,,,,
70,F10,25,,,,,,,,,,,,
70,F10,26,,,,,,,,,,,,
70,F10,27,,,,,,,,,,,,
70,F10,28,,,,,,,,,,,,
70,F10,29,,,,,,,,,,,,
70,F10,30,,,,,,,,,,,,
71,F11,1,,,,,,,,,,,,
71,F11,2,,,,,,,,,,,,
71,F11,3,,,,,,,,,,,,
71,F11,4,,,,,,,,,,,,
71,F11,5,,,,,,,,,,,,
71,F11,6,,,,,,,,,,,,
71,F11,7,,,,,,,,,,,,
71,F11,8,,,,,,,,,,,,
71,F11,9,,,,,,,,,,,,
71,F11,10,,,,,,,,,,,,
71,F11,11,,,,,,,,,,,,
71,F11,12,,,,,,,,,,,,
71,F11,13,,,,,,,,,,,,
71,F11,14,,,,,,,,,,,,
71,F11,15,,,,,,,,,,,,
71,F11,16,,,,,,,,,,,,
71,F11,17,,,,,,,,,,,,
71,F11,18,,,,,,,,,,,,
71,F11,19,,,,,,,,,,,,
71,F11,20,,,,,,,,,,,,
71,F11,21,,,,,,,,,,,,
71,F11,22,,,,,,,,,,,,
71,F11,23,,,,,,,,,,,,
71,F11,24,,,,,,,,,,,,
71,F11,25,,,,,,,,,,,,
71,F11,26,,,,,,,,,,,,
71,F11,27,,,,,,,,,,,,
71,F11,28,,,,,,,,,,,,
71,F11,29,,,,,,,,,,,,
71,F11,30,,,,,,,,,,,,
72,F12,1,,,,,,,,,,,,
72,F12,2,,,,,,,,,,,,
72,F12,3,,,,,,,,,,,,
72,F12,4,,,,,,,,,,,,
72,F12,5,,,,,,,,,,,,
72,F12,6,,,,,,,,,,,,
72,F12,7,,,,,,,,,,,,
72,F12,8,,,,,,,,,,,,
72,F12,9,,,,,,,,,,,,
72,F12,10,,,,,,,,,,,,
72,F12,11,,,,,,,,,,,,
72,F12,12,,,,,,,,,,,,
72,F12,13,,,,,,,,,,,,
72,F12,14,,,,,,,,,,,,
72,F12,15,,,,,,,,,,,,
72,F12,16,,,,,,,,,,,,
72,F12,17,,,,,,,,,,,,
72,F12,18,,,,,,,,,,,,
72,F12,19,,,,,,,,,,,,
72,F12,20,,,,,,,,,,,,
72,F12,21,,,,,,,,,,,,
72,F12,22,,,,,,,,,,,,
72,F12,23,,,,,,,,,,,,
72,F12,24,,,,,,,,,,,,
72,F12,25,,,,,,,,,,,,
72,F12,26,,,,,,,,,,,,
72,F12,27,,,,,,,,,,,,
72,F12,28,,,,,,,,,,,,
72,F12,29,,,,,,,,,,,,
72,F12,30,,,,,,,,,,,,
73,G1,1,,,,,,,,,,,,
73,G1,2,,,,,,,,,,,,
73,G1,3,,,,,,,,,,,,
73,G1,4,,,,,,,,,,,,
73,G1,5,,,,,,,,,,,,
73,G1,6,,,,,,,,,,,,
73,G1,7,,,,,,,,,,,,
73,G1,8,,,,,,,,,,,,
73,G1,9,,,,,,,,,,,,
73,G1,10,,,,,,,,,,,,
73,G1,11,,,,,,,,,,,,
73,G1,12,,,,,,,,,,,,
73,G1,13,,,,,,,,,,,,
73,G1,14,,,,,,,,,,,,
73,G1,15,,,,,,,,,,,,
73,G1,16,,,,,,,,,,,,
73,G1,17,,,,,,,,,,,,
73,G1,18,,,,,,,,,,,,
73,G1,19,,,,,,,,,,,,
73,G1,20,,,,,,,,,,,,
73,G1,21,,,,,,,,,,,,
73,G1,22,,,,,,,,,,,,
73,G1,23,,,,,,,,,,,,
73,G1,24,,,,,,,,,,,,
73,G1,25,,,,,,,,,,,,
73,G1,26,,,,,,,,,,,,
73,G1,27,,,,,,,,,,,,
73,G1,28,,,,,,,,,,,,
73,G1,29,,,,,,,,,,,,
73,G1,30,,,,,,,,,,,,
74,G2,1,,,,,,,,,,,,
74,G2,2,,,,,,,,,,,,
74,G2,3,,,,,,,,,,,,
74,G2,4,,,,,,,,,,,,
74,G2,5,,,,,,,,,,,,
74,G2,6,,,,,,,,,,,,
74,G2,7,,,,,,,,,,,,
74,G2,8,,,,,,,,,,,,
74,G2,9,,,,,,,,,,,,
74,G2,10,,,,,,,,,,,,
74,G2,11,,,,,,,,,,,,
74,G2,12,,,,,,,,,,,,
74,G2,13,,,,,,,,,,,,
74,G2,14,,,,,,,,,,,,
74,G2,15,,,,,,,,,,,,
74,G2,16,,,,,,,,,,,,
74,G2,17,,,,,,,,,,,,
74,G2,18,,,,,,,,,,,,
74,G2,19,,,,,,,,,,,,
74,G2,20,,,,,,,,,,,,
74,G2,21,,,,,,,,,,,,
74,G2,22,,,,,,,,,,,,
74,G2,23,,,,,,,,,,,,
74,G2,24,,,,,,,,,,,,
74,G2,25,,,,,,,,,,,,
74,G2,26,,,,,,,,,,,,
74,G2,27,,,,,,,,,,,,
74,G2,28,,,,,,,,,,,,
74,G2,29,,,,,,,,,,,,
74,G2,30,,,,,,,,,,,,
75,G3,1,,,,,,,,,,,,
75,G3,2,,,,,,,,,,,,
75,G3,3,,,,,,,,,,,,
75,G3,4,,,,,,,,,,,,
75,G3,5,,,,,,,,,,,,
75,G3,6,,,,,,,,,,,,
75,G3,7,,,,,,,,,,,,
75,G3,8,,,,,,,,,,,,
75,G3,9,,,,,,,,,,,,
75,G3,10,,,,,,,,,,,,
75,G3,11,,,,,,,,,,,,
75,G3,12,,,,,,,,,,,,
75,G3,13,,,,,,,,,,,,
75,G3,14,,,,,,,,,,,,
75,G3,15,,,,,,,,,,,,
75,G3,16,,,,,,,,,,,,
75,G3,17,,,,,,,,,,,,
75,G3,18,,,,,,,,,,,,
75,G3,19,,,,,,,,,,,,
75,G3,20,,,,,,,,,,,,
75,G3,21,,,,,,,,,,,,
75,G3,22,,,,,,,,,,,,
75,G3,23,,,,,,,,,,,,
75,G3,24,,,,,,,,,,,,
75,G3,25,,,,,,,,,,,,
75,G3,26,,,,,,,,,,,,
75,G3,27,,,,,,,,,,,,
75,G3,28,,,,,,,,,,,,
75,G3,29,,,,,,,,,,,,
75,G3,30,,,,,,,,,,,,
76,G4,1,,,,,,,,,,,,
76,G4,2,,,,,,,,,,,,
76,G4,3,,,,,,,,,,,,
76,G4,4,,,,,,,,,,,,
76,G4,5,,,,,,,,,,,,
76,G4,6,,,,,,,,,,,,
76,G4,7,,,,,,,,,,,,
76,G4,8,,,,,,,,,,,,
76,G4,9,,,,,,,,,,,,
76,G4,10,,,,,,,,,,,,
76,G4,11,,,,,,,,,,,,
76,G4,12,,,,,,,,,,,,
76,G4,13,,,,,,,,,,,,
76,G4,14,,,,,,,,,,,,
76,G4,15,,,,,,,,,,,,
